Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	group	trait
L2_9	0.0855516519522462	0.0328191866064862	0.0321827348878127	0.3836183855900935	0.3761790000943137	0.0612629176976027	-1.1910609895554226e-09	1.4487008658250632e-09	-0.8221579883415684	d10	1011
L2_10	0.1078515100838612	0.0748173158728088	0.0354053894090589	0.6937067066991808	0.3282790327324029	0.3189896014281388	-3.9895024070779497e-10	1.3783924535982956e-09	-0.2894315328456237	d9	1011
L2_1	0.1569973221650353	0.2098152234067352	0.014798813451163	1.336425491297092	0.0942615660387285	0.0002470986448578	1.4722484998227464e-10	2.91810267148475e-09	0.050452251533482	d2	102_irnt
L2_2	0.1624380426692191	0.2127163699975544	0.0181248755493867	1.3095231049460472	0.1115802385423677	0.0059022798987904	7.64854782580524e-10	3.614565539897754e-09	0.2116035175287372	d3	102_irnt
L2_3	0.1317141515601244	0.1414394424007618	0.0134593854732285	1.073836339720854	0.102186327845605	0.469400121867298	-1.6562521352444284e-09	2.928343988704758e-09	-0.5655934349355619	d8	102_irnt
L2_4	0.1575507380360094	0.1622991460594637	0.0101142952630867	1.0301389132329486	0.0641970668571226	0.6368156168311074	-6.199787592944861e-09	2.198760201535901e-09	-2.819674282176892	d6	102_irnt
L2_5	0.1465600900764432	0.212389060041251	0.0156566461547728	1.449160272284717	0.1068274872552729	8.27093567717818e-05	2.3176225157073518e-09	3.364329275074668e-09	0.6888810001083839	d1	102_irnt
L2_6	0.1640202853169996	0.2074364631795595	0.0155836236566154	1.2647000508421875	0.095010343546819	0.0053030321339837	1.3835344018077712e-09	2.804597790048064e-09	0.4933093817292285	d4	102_irnt
L2_7	0.1387572450256737	0.1559755520303301	0.013994437920745	1.124089426836563	0.1008555475294692	0.21557322662961	-1.5410873288757031e-09	2.944001479211061e-09	-0.523466900325297	d7	102_irnt
L2_8	0.1601005777567751	0.1952868707263266	0.0134307521008035	1.2197761773415117	0.0838894667901044	0.0076921273997067	1.1112449508585869e-10	2.588393885666302e-09	0.0429318334049661	d5	102_irnt
L2_9	0.0855516519522462	0.0706529965261896	0.0093992050158811	0.8258519258707853	0.1098658506457317	0.1097649892497973	-5.960456491024821e-09	3.164271764483205e-09	-1.8836740124305644	d10	102_irnt
L2_10	0.1078515100838612	0.1095086487597971	0.0100692139400685	1.0153650020722698	0.0933618262019615	0.8685808258179692	-2.8769891280231724e-09	2.949138968468969e-09	-0.9755352863268928	d9	102_irnt
L2_1	0.1569973221650353	0.188265613313957	0.0242104188308342	1.199164487124516	0.154209119601316	0.1966461607632232	7.82393997265355e-10	1.1925212049355875e-09	0.6560839287613465	d2	1021
L2_2	0.1624380426692191	0.1614638137883358	0.0241981419948872	0.9940024586305364	0.1489684411191976	0.967916033105986	-1.0090034844690372e-09	1.2171090300009434e-09	-0.8290165133917831	d3	1021
