Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	group	trait
L2_8	0.1229873251158038	0.1324034702428712	0.0145531640714011	1.0765619149631986	0.1183306007972615	0.5183503344641534	-5.551122685725257e-09	6.419809391059569e-09	-0.8646865269015506	d8	BDvsCONT
L2_9	0.1136643058841409	0.1226324972719581	0.0118790806087039	1.078900683183325	0.1045102111546995	0.4498768126342289	-4.756125492644392e-09	5.436166891284529e-09	-0.8749042455391859	d9	BDvsCONT
L2_10	0.099503636792778	0.0952307652870693	0.0130768082653596	0.9570581373361534	0.1314204051917506	0.7432046977111451	-4.253162999684227e-09	6.169245833248517e-09	-0.6894137654171992	d10	BDvsCONT
L2_1	0.1414330669589588	0.2118848239859305	0.0316260575501112	1.4981279027726626	0.2236114808942699	0.0272678140426988	1.4523507599371567e-09	3.5052523153251222e-09	0.4143355825163893	d1	CARDIO
L2_2	0.1552238415381975	0.2314040322974077	0.0360720948977626	1.4907763524230508	0.232387592912948	0.0318409292703369	1.9500883134339704e-09	3.550701052644719e-09	0.5492121934572494	d2	CARDIO
L2_3	0.1518350709987772	0.3131969581502068	0.0416374328210584	2.0627445035589247	0.2742280327408266	9.740690800422468e-06	9.994017105219962e-09	3.5821886383626482e-09	2.7899192684023597	d3	CARDIO
L2_4	0.1399867039278771	0.3027479479303697	0.04119961095768	2.162690737302803	0.2943108866889712	8.501743591041889e-06	9.317088006269824e-09	3.9627806404552415e-09	2.351149067186188	d4	CARDIO
L2_5	0.1340074975352947	0.255248319114577	0.0352922547132621	1.9047316292683552	0.2633602997023874	0.0001813146751379	4.510460306850463e-09	3.428316277364864e-09	1.315648832235915	d5	CARDIO
L2_6	0.1335780508454815	0.266417643611028	0.0364454597722222	1.9944717109191143	0.2728401825115798	5.461647304536587e-05	7.898460630936896e-09	3.680064748623698e-09	2.1462830603431176	d6	CARDIO
L2_7	0.1226353801332928	0.1639066672442768	0.0303224463008636	1.336536544887177	0.2472569193972086	0.1851114668254202	-3.482793132698909e-09	3.940260139115415e-09	-0.8838992883045518	d7	CARDIO
L2_8	0.1229873251158038	0.1998195317531501	0.0324884763383295	1.6247164621639	0.2641611752084102	0.0220917139912825	1.7137790420931383e-09	4.052240738845392e-09	0.4229213298372413	d8	CARDIO
L2_9	0.1136643058841409	0.1841662400991175	0.0304412111061938	1.62026450314877	0.2678168037837919	0.0185848849529831	1.2332876238109199e-09	3.7102411838539045e-09	0.3324009310170716	d9	CARDIO
L2_10	0.099503636792778	0.0983562855548288	0.0235968277571306	0.9884692532360536	0.2371453799851796	0.9612465516788592	-5.884424510370895e-09	3.584600420285485e-09	-1.6415845060639276	d10	CARDIO
L2_1	0.1414330669589588	0.188422654420135	0.0133715861131516	1.332239047568782	0.0945435632604346	0.000551760467217	-4.513634190901576e-09	2.698700005133363e-09	-1.6725216520235353	d1	HEIGHT
L2_2	0.1552238415381975	0.2090905331173858	0.0134015829647819	1.3470258888415203	0.0863371427480363	6.613561781245591e-05	-1.665378824931097e-09	2.663256531927137e-09	-0.6253167146936559	d2	HEIGHT
L2_3	0.1518350709987772	0.212625741020424	0.0123160379318874	1.400373047029012	0.081114579463572	8.950548484779154e-07	-5.150051043873442e-10	2.308145602180729e-09	-0.2231250506470515	d3	HEIGHT
L2_4	0.1399867039278771	0.2126272999259777	0.0152614991730843	1.5189106819425215	0.1090210623213707	6.164125114728386e-06	9.484213788687675e-10	2.982065676954953e-09	0.3180417474363675	d4	HEIGHT
L2_5	0.1340074975352947	0.1784218914759631	0.0120491724611209	1.331432156838617	0.0899141666155465	0.0001927172700948	-5.2966056127832395e-09	2.727067555628581e-09	-1.9422348382427173	d5	HEIGHT
L2_6	0.1335780508454815	0.1661078482453409	0.0123172150000822	1.243526516474542	0.0922098722216746	0.0086719367806551	-4.591752843065511e-09	2.500484989986578e-09	-1.8363448936720708	d6	HEIGHT
L2_7	0.1226353801332928	0.1748811256452681	0.0146642856872622	1.426025062711831	0.1195763055598112	0.0005165589186035	1.0393407917223983e-09	3.852166220691544e-09	0.2698068391077411	d7	HEIGHT
L2_8	0.1229873251158038	0.1664818482142608	0.0189358813953714	1.3536504518453665	0.1539661211229819	0.0238520279950591	-9.34156793901626e-10	4.389639189921414e-09	-0.2128094710030939	d8	HEIGHT
L2_9	0.1136643058841409	0.1306259171645848	0.0107119304125015	1.1492254859474795	0.0942418143424933	0.1140499583951877	-5.195896472459519e-09	2.9175374677682274e-09	-1.780918507426787	d9	HEIGHT
L2_10	0.099503636792778	0.0984004234233234	0.0085848812161146	0.9889128336911736	0.086277059741979	0.8975244835036909	-5.757369843474113e-09	2.5779278465943483e-09	-2.233332422813953	d10	HEIGHT
L2_1	0.1414330669589588	0.2338983987970052	0.0179703762274049	1.653774494368266	0.1270592274762703	3.368670110386486e-07	1.7142413564915368e-08	7.244092345028768e-09	2.366399094384721	d1	SCZvsBD
L2_2	0.1552238415381975	0.2338480996176034	0.0183732449471071	1.5065217900824732	0.1183661270397425	5.326168958186718e-05	1.3702494112353014e-08	7.252253838587784e-09	1.889411818357046	d2	SCZvsBD
L2_3	0.1518350709987772	0.1967653339425504	0.018449488732265	1.2959149203686615	0.1215100609556377	0.0153677843422815	3.212078746608169e-09	7.241040784417498e-09	0.4435935167663282	d3	SCZvsBD
L2_4	0.1399867039278771	0.1722238449125726	0.0184006277176532	1.230287163567366	0.1314455387644065	0.083282758786756	-1.4897753873634784e-09	7.878507558207149e-09	-0.1890936038782572	d4	SCZvsBD
L2_5	0.1340074975352947	0.1558331365414555	0.0189817712679485	1.162868790236251	0.1416470840592266	0.253215850229099	-4.243588231676203e-09	8.997041796686455e-09	-0.4716648346836719	d5	SCZvsBD
L2_6	0.1335780508454815	0.1406435221011737	0.0158431783410275	1.0528939538417528	0.1186061500429769	0.6556631974481921	-6.080364895242428e-09	6.756179342317471e-09	-0.8999709136135471	d6	SCZvsBD
L2_7	0.1226353801332928	0.1148274312104098	0.0151939901613076	0.9363320037464188	0.123895650217688	0.6064149395452194	-1.3375995617721324e-08	7.461714946796967e-09	-1.7926168063366097	d7	SCZvsBD
L2_8	0.1229873251158038	0.1448334886500622	0.0171378973117367	1.1776293899691554	0.1393468578619778	0.2086753049857081	3.4259974310080063e-09	8.173380472078315e-09	0.4191652943004192	d8	SCZvsBD
L2_9	0.1136643058841409	0.1079671056153204	0.0164371743401667	0.9498769624773165	0.1446115753957212	0.7285123632703706	-9.47312309025976e-09	8.119173140858668e-09	-1.1667595857252404	d9	SCZvsBD
L2_10	0.099503636792778	0.0863487911549061	0.0136097599544604	0.8677953282725976	0.136776507805474	0.3326909851307927	-7.237063958012091e-09	7.796606876038987e-09	-0.9282325084587092	d10	SCZvsBD
L2_1	0.1414330669589588	0.2204285052694428	0.0084674234423721	1.5585358502718958	0.0598687677813649	1.7155596391011336e-17	1.0524733558409724e-08	2.9628012954700667e-09	3.5522913988532974	d1	SCZvsCONT
L2_2	0.1552238415381975	0.2153756632333993	0.0095480315098702	1.3875166411237134	0.0615113723204732	1.010562790357851e-09	6.536124235854011e-09	2.949976446275728e-09	2.2156530246557407	d2	SCZvsCONT
L2_3	0.1518350709987772	0.1950505768484343	0.0085520935474128	1.2846213695253923	0.0563248891784807	7.879204734261469e-07	2.842539028313725e-09	2.707854689095665e-09	1.0497383924478756	d3	SCZvsCONT
L2_4	0.1399867039278771	0.1680607572399547	0.0083482765056053	1.2005479986623713	0.0596362102354126	0.0009492345447326	-8.911637543277202e-10	2.897553771603493e-09	-0.3075572791991894	d4	SCZvsCONT
L2_5	0.1340074975352947	0.1532854406050747	0.0076560064747484	1.1438571977265872	0.057131180087383	0.0127490849658442	-3.2116505873871156e-09	2.733944323091886e-09	-1.1747315262642144	d5	SCZvsCONT
L2_6	0.1335780508454815	0.1400890456170295	0.0068430521983723	1.0487429987961097	0.0512288669812093	0.3416263207344883	-4.946053397864633e-09	2.4732231049845763e-09	-1.999841174011464	d6	SCZvsCONT
L2_7	0.1226353801332928	0.120702192514311	0.007271790684704	0.984236297739848	0.0592960259657554	0.7902394331379439	-6.763115354389782e-09	2.745092940888909e-09	-2.4637108833917174	d7	SCZvsCONT
L2_8	0.1229873251158038	0.1312603801019314	0.0073142811989863	1.0672675414180912	0.059471829248252	0.2585913670426765	-1.5274271666363804e-09	2.748752897320671e-09	-0.5556800569906557	d8	SCZvsCONT
L2_9	0.1136643058841409	0.100296077767867	0.0065117946217788	0.8823885122749067	0.0572897056039422	0.0418944561842071	-9.383873868254869e-09	2.8114060575055973e-09	-3.3377867431148136	d9	SCZvsCONT
L2_10	0.099503636792778	0.0799247672012882	0.0067034805045837	0.8032346331997505	0.067369200972464	0.0038373948595852	-7.0683649892906305e-09	3.1626623952317524e-09	-2.2349413582516373	d10	SCZvsCONT
